Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City,Price_Growth
Greater Bakul Bithi ThakurpukurKolkata,6 BHK Independent House for sale in Thakurpukur Kolkata,120,Greater Bakul Bithi ThakurpukurKolkata,1600,7500,3,1,6 BHK,Kolkata,133.09
Roopsikha appartment Birendranagar Colony BelgachiaKolkata,3 BHK Flat for sale in Belgachia Kolkata,50,Roopsikha appartment Birendranagar Colony BelgachiaKolkata,1075,4650,3,0,3 BHK,Kolkata,56.18
Bediapara North Dum DumKolkata,3 BHK Independent House for sale in North Dum Dum Kolkata,170,Bediapara North Dum DumKolkata,1900,8950,3,1,3 BHK,Kolkata,193.46
Purti FlowersJagannathgarh MahheshtalaKolkata,3 BHK Independent House for sale in Mahheshtala Kolkata,45,Purti FlowersJagannathgarh MahheshtalaKolkata,1000,4500,3,0,3 BHK,Kolkata,50.35
Gostotala New Scheme KamdahariKolkata,3 BHK Independent House for sale in Kamdahari Kolkata,100,Gostotala New Scheme KamdahariKolkata,3500,2860,1,1,3 BHK,Kolkata,110.59
Pal Para MahheshtalaKolkata,2 BHK Independent House for sale in Mahheshtala Kolkata,30,Pal Para MahheshtalaKolkata,720,4170,2,1,2 BHK,Kolkata,34.71
Nabapally BarasatNoapara BarasatKolkata,5 BHK Independent House for sale in Barasat Kolkata,82,Nabapally BarasatNoapara BarasatKolkata,1555,5270,3,0,5 BHK,Kolkata,95.38
Bamangachi Noapara BarasatKolkata,2 BHK Independent House for sale in Barasat Kolkata,59,Bamangachi Noapara BarasatKolkata,6587,895000,1,1,2 BHK,Kolkata,65.09
Labanya Apartment Rabindra Nagar MahheshtalaKolkata,2 BHK Flat for sale in Mahheshtala Kolkata,26,Labanya Apartment Rabindra Nagar MahheshtalaKolkata,735,3540,2,0,2 BHK,Kolkata,28.69
Tripura Sundari apartment Baidyapara GariaKolkata,2 BHK Independent House for sale in Garia Kolkata,34,Tripura Sundari apartment Baidyapara GariaKolkata,850,4000,3,1,2 BHK,Kolkata,38.23
No. 152Binay Singh Colony TiljalaKolkata,2 BHK Flat for sale in Tiljala Kolkata,30,No. 152Binay Singh Colony TiljalaKolkata,700,4290,2,1,2 BHK,Kolkata,33.34
Samarpan Appartment thakurpukur Purbasan ThakurpukurKolkata,2 BHK Flat for sale in Thakurpukur Kolkata,18,Samarpan Appartment thakurpukur Purbasan ThakurpukurKolkata,760,2370,2,1,2 BHK,Kolkata,20.85
Sikdar Para BehalaKolkata,2 BHK Independent House for sale in Behala Kolkata,65,Sikdar Para BehalaKolkata,1000,6500,3,1,2 BHK,Kolkata,72.28
Sri radha apartmentSonarpur Kolkata,2 BHK Flat for sale in Sonarpur Kolkata,19,Sri radha apartmentSonarpur Kolkata,520,3650,2,1,2 BHK,Kolkata,21.1
Fartabad GariaKolkata,10 BHK Independent House for sale in Garia Kolkata,160,Fartabad GariaKolkata,3600,4440,5,1,10 BHK,Kolkata,191.54
New Barrakpur Kolkata,3 BHK Independent House for sale in New Barrakpur Kolkata,40,New Barrakpur Kolkata,1361,2940,3,1,3 BHK,Kolkata,44.02
New Ballygunge KasbaKolkata,1 BHK Independent House for sale in Kasba Kolkata,13,New Ballygunge KasbaKolkata,350,3710,1,0,1 BHK,Kolkata,15.42
Block P New AliporeKolkata,6 BHK Independent House for sale in New Alipore Kolkata,250,Block P New AliporeKolkata,3090,8090,3,1,6 BHK,Kolkata,280.53
Jagatpur BaguiatiKolkata,2 BHK Independent House for sale in Baguiati Kolkata,16,Jagatpur BaguiatiKolkata,700,2290,2,0,2 BHK,Kolkata,18.26
Malancha Mahi Nagar Kolkata,3 BHK Independent House for sale in Malancha Mahi Nagar Kolkata,19,Malancha Mahi Nagar Kolkata,1530,1270,3,1,3 BHK,Kolkata,21.65
Paschim Nischintapur BoralKolkata,4 BHK Independent House for sale in Boral Kolkata,57,Paschim Nischintapur BoralKolkata,1440,3960,3,0,4 BHK,Kolkata,64.24
Roychak Kolkata,2 BHK Flat for sale in Roychak Kolkata,35,Roychak Kolkata,850,4120,3,0,2 BHK,Kolkata,41.02
Highland Greens,2 BHK Flat for sale in Mahheshtala Kolkata,18,Jagannathgarh MahheshtalaKolkata,650,2770,2,0,2 BHK,Kolkata,20.27
Kamalalay Apartment,3 BHK Flat for sale in Barasat Kolkata,29,Barasat Kolkata,1044,2780,3,1,3 BHK,Kolkata,34.62
Rani VillaKalyan Nagar RaharaKolkata,1 BHK Flat for sale in Rahara Kolkata,12,Rani VillaKalyan Nagar RaharaKolkata,500,2400,2,1,1 BHK,Kolkata,13.29
Purba Sinthi South Dum DumKolkata,6 BHK Independent House for sale in South Dum Dum Kolkata,145,Purba Sinthi South Dum DumKolkata,1000,14500,3,1,6 BHK,Kolkata,172.17
chinmoyee apartment,1 BHK Flat for sale in Barrackpore Kolkata,17,Anandapuri BarrackporeKolkata,580,2930,2,0,1 BHK,Kolkata,19.9
Barrackpore Kolkata,8 BHK Independent House for sale in Barrackpore Kolkata,98,Barrackpore Kolkata,3200,3060,2,1,8 BHK,Kolkata,111.18
Riya Gitanjali,1 BHK Flat for sale in Ruiya Kolkata,17,Ruiya Kolkata,539,3150,2,1,1 BHK,Kolkata,19.15
Bengal Ambuja Fartabad GariaKolkata,1 BHK Flat for sale in Garia Kolkata,35,Bengal Ambuja Fartabad GariaKolkata,582,6010,2,0,1 BHK,Kolkata,40.61
Hiland Greens,2 BHK Flat for sale in Mahheshtala Kolkata,35,Jagannathgarh MahheshtalaKolkata,712,4920,2,0,2 BHK,Kolkata,39.54
North Balia GariaKolkata,3 BHK Independent House for sale in Garia Kolkata,230,North Balia GariaKolkata,2000,11500,5,1,3 BHK,Kolkata,255.33
Bisharpara BiratiKolkata,3 BHK Independent House for sale in Birati Kolkata,40,Bisharpara BiratiKolkata,1361,2940,3,1,3 BHK,Kolkata,47.39
Barrackpore Kolkata,8 BHK Independent House for sale in Barrackpore Kolkata,98,Barrackpore Kolkata,3100,3160,6,1,8 BHK,Kolkata,110.42
Watganj Kolkata,2 BHK Independent House for sale in Watganj Kolkata,75,Watganj Kolkata,1080,6940,3,0,2 BHK,Kolkata,86.01
Genexx ValleyGreater Bakul Bithi ThakurpukurKolkata,2 BHK Flat for sale in Thakurpukur Kolkata,44,Genexx ValleyGreater Bakul Bithi ThakurpukurKolkata,1034,4250,3,0,2 BHK,Kolkata,50.85
Camac Court,4 BHK Flat for sale in Park Street Area Kolkata,450,Park Street Area Kolkata,2560,17580,4,1,4 BHK,Kolkata,497.2
BRS 3Surir Bagan UltadangaKolkata,1 BHK Flat for sale in Ultadanga Kolkata,20,BRS 3Surir Bagan UltadangaKolkata,650,3080,2,1,1 BHK,Kolkata,23.17
Sanjay Mansion ApartmentShibachal BiratiKolkata,1 BHK Flat for sale in Birati Kolkata,17,Sanjay Mansion ApartmentShibachal BiratiKolkata,462,3680,2,1,1 BHK,Kolkata,19.27
Dipti Apartment Dakshindari Kolkata,2 BHK Flat for sale in Dakshindari Kolkata,24,Dipti Apartment Dakshindari Kolkata,824,2910,3,0,2 BHK,Kolkata,28.14
Sonarpur Kolkata,4 BHK Independent House for sale in Sonarpur Kolkata,65,Sonarpur Kolkata,1800,3610,3,1,4 BHK,Kolkata,73.04
Sree Guru Apartment Dunlop Bonhooghly on BT Road DunlopKolkata,2 BHK Flat for sale in Dunlop Kolkata,14,Sree Guru Apartment Dunlop Bonhooghly on BT Road DunlopKolkata,600,2330,2,0,2 BHK,Kolkata,15.54
Sonarpur Kolkata,3 BHK Independent House for sale in Sonarpur Kolkata,44,Sonarpur Kolkata,1100,4000,3,1,3 BHK,Kolkata,51.04
Eden Richmond Park,3 BHK Flat for sale in Malancha Mahi Nagar Kolkata,85,Kodalla Malancha Mahi NagarKolkata,1250,6800,3,0,3 BHK,Kolkata,95.61
Anandapur East Kolkata TownshipKolkata,2 BHK Independent House for sale in East Kolkata Township Kolkata,180,Anandapur East Kolkata TownshipKolkata,900,20000,3,1,2 BHK,Kolkata,211.61
Sakher Bazar Purba BarishaKolkata,6 BHK Independent House for sale in Purba Barisha Kolkata,110,Sakher Bazar Purba BarishaKolkata,2700,4070,4,1,6 BHK,Kolkata,123.18
Larica Township,3 BHK Flat for sale in Barasat Kolkata,20,Barasat Kolkata,1048,1910,3,0,3 BHK,Kolkata,23.39
State Colony Purba BarishaKolkata,8 BHK Independent House for sale in Purba Barisha Kolkata,130,State Colony Purba BarishaKolkata,5000,2600,5,1,8 BHK,Kolkata,148.12
Srijani Pally DuttapukurKolkata,4 BHK Independent House for sale in Duttapukur Kolkata,30,Srijani Pally DuttapukurKolkata,3000,1000,4,1,4 BHK,Kolkata,35.46
Elita Garden Vista Phase 2,2 BHK Flat for sale in New Town Kolkata,70,Action Area III New TownKolkata,1000,7000,3,0,2 BHK,Kolkata,81.82
Hiland Elgin And Hiland Greens II,2 BHK Flat for sale in Mahheshtala Kolkata,34,New Land MahheshtalaKolkata,900,3780,3,0,2 BHK,Kolkata,38.14
Sanhita Township Project,3 BHK Flat for sale in New Town Kolkata,30,New Town Kolkata,914,3370,3,0,3 BHK,Kolkata,34.8
Natunpara BaruipurKolkata,2 BHK Independent House for sale in Baruipur Kolkata,25,Natunpara BaruipurKolkata,740,3380,2,0,2 BHK,Kolkata,29.31
River bankNew Land MahheshtalaKolkata,2 BHK Flat for sale in Mahheshtala Kolkata,40,River bankNew Land MahheshtalaKolkata,712,5620,2,0,2 BHK,Kolkata,47.61
Sector-1 Salt Lake CityKolkata,10 BHK Independent House for sale in Salt Lake City Kolkata,350,Sector-1 Salt Lake CityKolkata,2700,12960,4,1,10 BHK,Kolkata,397.82
Madhyamgram Kolkata,5 BHK Independent House for sale in Madhyamgram Kolkata,55,Madhyamgram Kolkata,1600,3440,3,0,5 BHK,Kolkata,61.58
Mayfair Eternity,3 BHK Flat for sale in Harinavi Kolkata,45,Harinavi Kolkata,1100,4090,3,0,3 BHK,Kolkata,51.69
Samanta Para Budge BudgeKolkata,10 BHK Villa for sale in Budge Budge Kolkata,145,Samanta Para Budge BudgeKolkata,3400,4260,4,1,10 BHK,Kolkata,168.65
Hiland Greens,2 BHK Flat for sale in Mahheshtala Kolkata,37,Pal Para MahheshtalaKolkata,900,4110,3,0,2 BHK,Kolkata,42.01
Paschim Nischintapur BoralKolkata,3 BHK Independent House for sale in Boral Kolkata,70,Paschim Nischintapur BoralKolkata,1800,3890,3,1,3 BHK,Kolkata,83.57
Regent Estate,1 RK Flat for sale in Bijoygarh Kolkata,25,Bijoygarh Kolkata,650,3850,2,0,1 RK,Kolkata,29.5
Diamond Harbour Kolkata,8 BHK Independent House for sale in Diamond Harbour Kolkata,150,Diamond Harbour Kolkata,4000,3750,1,1,8 BHK,Kolkata,173.09
Rajendra Prasad Colony TollygungeKolkata,3 BHK Independent House for sale in Tollygunge Kolkata,80,Rajendra Prasad Colony TollygungeKolkata,2041,3920,4,1,3 BHK,Kolkata,92.24
Ichapur Bidhanpally IchapurKolkata,2 BHK Independent House for sale in Ichapur Kolkata,45,Ichapur Bidhanpally IchapurKolkata,1900,2370,3,1,2 BHK,Kolkata,50.51
Sanhita Township Project,1 BHK Flat for sale in New Town Kolkata,14,New Town Kolkata,550,2540,2,1,1 BHK,Kolkata,16.23
Jele Para BehalaKolkata,2 BHK Independent House for sale in Behala Kolkata,40,Jele Para BehalaKolkata,720,5550,2,1,2 BHK,Kolkata,45.95
New Barrakpur Kolkata,3 BHK Independent House for sale in New Barrakpur Kolkata,55,New Barrakpur Kolkata,1000,5500,3,0,3 BHK,Kolkata,61.9
New Barrakpur Kolkata,3 BHK Independent House for sale in New Barrakpur Kolkata,55,New Barrakpur Kolkata,1800,3060,3,1,3 BHK,Kolkata,61.96
Sikdar Para BehalaKolkata,8 BHK Independent House for sale in Behala Kolkata,170,Sikdar Para BehalaKolkata,2400,7080,4,1,8 BHK,Kolkata,190.24
NabadayBirati Kolkata,2 BHK Independent House for sale in Birati Kolkata,52,NabadayBirati Kolkata,1100,4730,3,0,2 BHK,Kolkata,60.05
Ramchandrapur NarendrapurKolkata,8 BHK Independent House for sale in Narendrapur Kolkata,70,Ramchandrapur NarendrapurKolkata,3000,2330,1,1,8 BHK,Kolkata,82.04
Panchanan Tala BehalaKolkata,4 BHK Independent House for sale in Behala Kolkata,150,Panchanan Tala BehalaKolkata,1650,9090,3,1,4 BHK,Kolkata,172.51
Jagannathgarh MahheshtalaKolkata,3 BHK Independent House for sale in Mahheshtala Kolkata,60,Jagannathgarh MahheshtalaKolkata,1200,5000,3,0,3 BHK,Kolkata,67.57
17 A Nayabad,3 BHK Flat for sale in Nayabad Kolkata,33,Nayabad Kolkata,1100,3000,3,1,3 BHK,Kolkata,37.51
Bow Bazaar Kolkata,10 BHK Independent House for sale in Bow Bazaar Kolkata,150,Bow Bazaar Kolkata,3500,4290,4,1,10 BHK,Kolkata,168.69
Highland Greens,2 BHK Flat for sale in Mahheshtala Kolkata,32,Darji Para MahheshtalaKolkata,800,4000,2,1,2 BHK,Kolkata,36.09
Highland Greens,2 BHK Flat for sale in Mahheshtala Kolkata,32,Darji Para MahheshtalaKolkata,800,4000,1,1,2 BHK,Kolkata,35.6
Hiland Greens,2 BHK Flat for sale in Mahheshtala Kolkata,18,Jagannathgarh MahheshtalaKolkata,800,2250,5,1,2 BHK,Kolkata,19.99
Shrachi Greenwood NestNew Town Kolkata,4 BHK Flat for sale in New Town Kolkata,142,Shrachi Greenwood NestNew Town Kolkata,1755,8090,3,1,4 BHK,Kolkata,167.85
Ganga Nagar MukundapurKolkata,2 BHK Flat for sale in Mukundapur Kolkata,17,Ganga Nagar MukundapurKolkata,520,3270,2,1,2 BHK,Kolkata,18.8
Kalyani Apartment BAKULTALA Bakultala BehalaKolkata,1 BHK Flat for sale in Behala Kolkata,13,Kalyani Apartment BAKULTALA Bakultala BehalaKolkata,350,3710,1,0,1 BHK,Kolkata,15.49
Shobhabazar Kolkata,4 BHK Independent House for sale in Shobhabazar Kolkata,160,Shobhabazar Kolkata,1439,11120,3,0,4 BHK,Kolkata,188.51
Kashipur Kolkata,2 BHK Flat for sale in Kashipur Kolkata,16,Kashipur Kolkata,500,3200,2,1,2 BHK,Kolkata,18.78
Magnolia City,3 BHK Flat for sale in Barasat Kolkata,26,Barasat Kolkata,1093,2380,3,0,3 BHK,Kolkata,30.26
Noapara BarasatKolkata,2 BHK Flat for sale in Barasat Kolkata,20,Noapara BarasatKolkata,746,2680,2,0,2 BHK,Kolkata,22.71
elite estateRegent Estate BijoygarhKolkata,4 BHK Flat for sale in Bijoygarh Kolkata,200,elite estateRegent Estate BijoygarhKolkata,2400,8330,4,1,4 BHK,Kolkata,237.99
Shobhabazar Kolkata,4 BHK Independent House for sale in Shobhabazar Kolkata,160,Shobhabazar Kolkata,2080,7690,4,1,4 BHK,Kolkata,179.22
Ramkrishnanagar NabapallyKolkata,2 BHK Independent House for sale in Nabapally Kolkata,55,Ramkrishnanagar NabapallyKolkata,830,6630,3,1,2 BHK,Kolkata,61.18
elite estatesNehru Colony Ashok NagarKolkata,2 BHK Flat for sale in Ashok Nagar Kolkata,18,elite estatesNehru Colony Ashok NagarKolkata,540,3330,2,1,2 BHK,Kolkata,21.05
Mayfair Symphony,1 RK Flat for sale in Narendrapur Kolkata,17,Dakshin Jagatdal NarendrapurKolkata,530,3210,2,0,1 RK,Kolkata,20.37
Diamond Harbour Kolkata,8 BHK Independent House for sale in Diamond Harbour Kolkata,150,Diamond Harbour Kolkata,4000,3750,2,1,8 BHK,Kolkata,166.48
Emboss aaloy HarinaviKolkata,2 BHK Independent House for sale in Harinavi Kolkata,69,Emboss aaloy HarinaviKolkata,1300,5310,3,0,2 BHK,Kolkata,76.5
Kankurgachi Kolkata,2 BHK Independent House for sale in Kankurgachi Kolkata,250,Kankurgachi Kolkata,750,33330,2,0,2 BHK,Kolkata,275.18
Malancha Mahi Nagar Kolkata,1 BHK Independent House for sale in Malancha Mahi Nagar Kolkata,22,Malancha Mahi Nagar Kolkata,1440,1530,3,0,1 BHK,Kolkata,25.57
Goa Bagan ManiktalaKolkata,5 BHK Independent House for sale in Maniktala Kolkata,130,Goa Bagan ManiktalaKolkata,3300,3940,1,1,5 BHK,Kolkata,154.56
Kabardanga Kolkata,4 BHK Independent House for sale in Kabardanga Kolkata,55,Kabardanga Kolkata,1400,3930,3,1,4 BHK,Kolkata,61.42
Vinay construction Chowhati RajpurKolkata,2 BHK Flat for sale in Rajpur Kolkata,45,Vinay construction Chowhati RajpurKolkata,900,5000,3,1,2 BHK,Kolkata,50.73
Aman ApartmentHana Para KeshtopurKolkata,4 BHK Flat for sale in Keshtopur Kolkata,60,Aman ApartmentHana Para KeshtopurKolkata,1675,3580,3,1,4 BHK,Kolkata,70.44
Michael Nagar New BarrakpurKolkata,2 BHK Independent House for sale in New Barrakpur Kolkata,82,Michael Nagar New BarrakpurKolkata,1800,4550,3,1,2 BHK,Kolkata,90.54
ABS Residency,1 BHK Flat for sale in Paschim Barisha Kolkata,12,Malir Bagan Paschim BarishaKolkata,471,2550,2,0,1 BHK,Kolkata,14.01
Rabindra Pally KeshtopurKolkata,4 BHK Flat for sale in Keshtopur Kolkata,60,Rabindra Pally KeshtopurKolkata,1675,3580,3,1,4 BHK,Kolkata,67.63
Pushpa VillaNew Ballygunge KasbaKolkata,1 BHK Flat for sale in Kasba Kolkata,28,Pushpa VillaNew Ballygunge KasbaKolkata,450,6220,2,0,1 BHK,Kolkata,32.33
BGA Amrita Abashan 2,1 BHK Flat for sale in Arapanch Kolkata,7,Arapanch Kolkata,350,2000,1,0,1 BHK,Kolkata,8.22
Darjipara HeduaKolkata,8 BHK Independent House for sale in Hedua Kolkata,100,Darjipara HeduaKolkata,2250,4440,4,1,8 BHK,Kolkata,115.87
Madgul Antaraa,3 BHK Flat for sale in Joka Kolkata,95,Nabapally JokaKolkata,1265,7510,3,0,3 BHK,Kolkata,110.59
Sonarpur Kolkata,5 BHK Independent House for sale in Sonarpur Kolkata,60,Sonarpur Kolkata,1500,4000,3,0,5 BHK,Kolkata,66.54
Barrackpore Kolkata,1 BHK Flat for sale in Barrackpore Kolkata,17,Barrackpore Kolkata,460,3690,2,1,1 BHK,Kolkata,19.01
urban green phaseJagatpur BaguiatiKolkata,2 BHK Flat for sale in Baguiati Kolkata,130,urban green phaseJagatpur BaguiatiKolkata,1344,9670,3,0,2 BHK,Kolkata,150.57
Sumanta Apartment,Studio Flat for sale in Garia Kolkata,14,Fartabad GariaKolkata,400,3500,2,0,,Kolkata,15.81
Swiss ParkRajendra Prasad Colony TollygungeKolkata,1 BHK Flat for sale in Tollygunge Kolkata,37,Swiss ParkRajendra Prasad Colony TollygungeKolkata,700,5290,2,0,1 BHK,Kolkata,42.9
Orbit Sky View,3 BHK Flat for sale in Paikpara Kolkata,130,Sahid Colony PaikparaKolkata,1405,9250,3,1,3 BHK,Kolkata,150.05
Amarabati SodepurKolkata,5 BHK Independent House for sale in Sodepur Kolkata,250,Amarabati SodepurKolkata,6030,4140,3,1,5 BHK,Kolkata,299.83
UrbanaMadurdaha HussainpurKolkata,4 BHK Flat for sale in Hussainpur Kolkata,500,UrbanaMadurdaha HussainpurKolkata,4000,12500,3,1,4 BHK,Kolkata,593.67
Seal Lane TangraKolkata,5 BHK Independent House for sale in Tangra Kolkata,150,Seal Lane TangraKolkata,1440,10420,3,0,5 BHK,Kolkata,170.02
Sahid Colony PaikparaKolkata,6 BHK Independent House for sale in Paikpara Kolkata,290,Sahid Colony PaikparaKolkata,1760,16480,3,1,6 BHK,Kolkata,343.91
Aranivilla Beehive Garden BelghoriaKolkata,1 BHK Flat for sale in Belghoria Kolkata,8,Aranivilla Beehive Garden BelghoriaKolkata,450,1890,2,0,1 BHK,Kolkata,9.27
Eden Richmond Park,1 BHK Flat for sale in Narendrapur Kolkata,20,Ramchandrapur NarendrapurKolkata,441,4540,2,0,1 BHK,Kolkata,22.13
Asharafabad Government Colony Kolkata,2 BHK Independent House for sale in Asharafabad Government Colony Kolkata,42,Asharafabad Government Colony Kolkata,1080,3890,3,1,2 BHK,Kolkata,46.88
Vishnu MahalBallygunj Military Camp BallygungeKolkata,3 BHK Flat for sale in Ballygunge Kolkata,430,Vishnu MahalBallygunj Military Camp BallygungeKolkata,2513,17110,4,1,3 BHK,Kolkata,500.4
Shantivilla Tollygunge Kolkata,1 BHK Flat for sale in Tollygunge Kolkata,35,Shantivilla Tollygunge Kolkata,750,4670,2,0,1 BHK,Kolkata,41.26
Block M New AliporeKolkata,7 BHK Independent House for sale in New Alipore Kolkata,550,Block M New AliporeKolkata,2700,20370,4,1,7 BHK,Kolkata,648.63
Merlin River View,2 BHK Flat for sale in Khidirpur Kolkata,100,Andaman Dock KhidirpurKolkata,1093,9150,3,0,2 BHK,Kolkata,118.74
Barrackpore Kolkata,3 BHK Independent House for sale in Barrackpore Kolkata,75,Barrackpore Kolkata,1440,5210,3,0,3 BHK,Kolkata,82.68
Ghola AgarparaKolkata,4 BHK Independent House for sale in Agarpara Kolkata,30,Ghola AgarparaKolkata,3000,1000,4,1,4 BHK,Kolkata,34.03
Ichhapuran Apartment,2 BHK Flat for sale in Boral Kolkata,21,Paschim Nischintapur BoralKolkata,700,3000,2,0,2 BHK,Kolkata,23.35
Baguiati Kolkata,2 BHK Independent House for sale in Baguiati Kolkata,46,Baguiati Kolkata,905,5080,3,1,2 BHK,Kolkata,53.46
Ambuja Upohar The Condoville,4 BHK Flat for sale in Pancha Sayar Kolkata,290,Pancha Sayar Kolkata,3620,8010,2,1,4 BHK,Kolkata,333.02
DumdumDum Dum Park Kolkata,1 BHK Flat for sale in Dum Dum Park Kolkata,20,DumdumDum Dum Park Kolkata,400,5000,2,1,1 BHK,Kolkata,23.1
KalindiEstate,3 BHK Independent House for sale in South Dum Dum Kolkata,60,Kalindi Housing Estate South Dum DumKolkata,1100,5450,3,0,3 BHK,Kolkata,71.45
Santoshpur MahheshtalaKolkata,3 BHK Independent House for sale in Mahheshtala Kolkata,56,Santoshpur MahheshtalaKolkata,1600,3500,3,1,3 BHK,Kolkata,62.22
Malancha Mahi Nagar Kolkata,1 BHK Independent House for sale in Malancha Mahi Nagar Kolkata,22,Malancha Mahi Nagar Kolkata,720,3060,2,0,1 BHK,Kolkata,24.38
Harinavi Kolkata,3 BHK Independent House for sale in Harinavi Kolkata,45,Harinavi Kolkata,1600,2810,3,0,3 BHK,Kolkata,53.01
Babupara Purba PutiaryKolkata,3 BHK Independent House for sale in Purba Putiary Kolkata,75,Babupara Purba PutiaryKolkata,1000,7500,3,0,3 BHK,Kolkata,86.89
85 Sarsuna Main Road,1 BHK Flat for sale in Sarsuna Kolkata,20,Chatterjee Para SarsunaKolkata,570,3510,2,0,1 BHK,Kolkata,23.28
Simoco Sanhita Housing Complex Precinct 8,3 BHK Flat for sale in Saduli Kolkata,35,Saduli Kolkata,1000,3500,3,0,3 BHK,Kolkata,38.76
Amarabati SodepurKolkata,8 BHK Independent House for sale in Sodepur Kolkata,150,Amarabati SodepurKolkata,1979,7580,3,1,8 BHK,Kolkata,165.89
Subash gramSonarpur Kolkata,2 BHK Flat for sale in Sonarpur Kolkata,22,Subash gramSonarpur Kolkata,750,2930,2,0,2 BHK,Kolkata,24.97
Verner Lane BelghoriaKolkata,6 BHK Independent House for sale in Belghoria Kolkata,82,Verner Lane BelghoriaKolkata,1800,4550,3,1,6 BHK,Kolkata,93.23
Ballygunj Military Camp BallygungeKolkata,10 BHK Independent House for sale in Ballygunge Kolkata,300,Ballygunj Military Camp BallygungeKolkata,2160,13890,4,1,10 BHK,Kolkata,331.01
Jyangra BaguiatiKolkata,6 BHK Independent House for sale in Baguiati Kolkata,100,Jyangra BaguiatiKolkata,1800,5550,3,1,6 BHK,Kolkata,116.38
Building Jagannathgarh MahheshtalaKolkata,2 BHK Flat for sale in Mahheshtala Kolkata,12,Building Jagannathgarh MahheshtalaKolkata,600,2000,2,1,2 BHK,Kolkata,13.99
Subhasgram Kolkata,1 R Independent House for sale in Subhasgram Kolkata,16,Subhasgram Kolkata,150,10670,1,0,,Kolkata,18.75
Babanpur Kolkata,3 BHK Independent House for sale in Babanpur Kolkata,200,Babanpur Kolkata,1619,12350,3,1,3 BHK,Kolkata,228.48
Habra Kolkata,3 BHK Independent House for sale in Habra Kolkata,75,Habra Kolkata,1250,6000,3,1,3 BHK,Kolkata,89.25
Building Netaji Pally Purba BarishaKolkata,1 BHK Flat for sale in Purba Barisha Kolkata,18,Building Netaji Pally Purba BarishaKolkata,350,5140,1,1,1 BHK,Kolkata,21.15
Vaishnawi RegencySamanta Para Budge BudgeKolkata,2 BHK Flat for sale in Budge Budge Kolkata,32,Vaishnawi RegencySamanta Para Budge BudgeKolkata,1200,2670,3,0,2 BHK,Kolkata,37.5
Bhatpara Kolkata,5 BHK Independent House for sale in Bhatpara Kolkata,70,Bhatpara Kolkata,2400,2920,4,1,5 BHK,Kolkata,78.07
Unnayan Indrakanan,1 BHK Flat for sale in Sonarpur Kolkata,16,Sonarpur Kolkata,438,3650,2,1,1 BHK,Kolkata,18.72
Basak Bagan South Dum DumKolkata,9 BHK Independent House for sale in South Dum Dum Kolkata,240,Basak Bagan South Dum DumKolkata,4500,5330,5,1,9 BHK,Kolkata,270.53
Bansdroni Government Colony BansdroniKolkata,3 BHK Flat for sale in Bansdroni Kolkata,45,Bansdroni Government Colony BansdroniKolkata,900,5000,3,1,3 BHK,Kolkata,53.46
Shibrampur MahheshtalaKolkata,3 BHK Independent House for sale in Mahheshtala Kolkata,60,Shibrampur MahheshtalaKolkata,1000,6000,3,0,3 BHK,Kolkata,68.12
India Greenland the Eco Village,2 BHK Villa for sale in Makrampur Kolkata,50,Makrampur Kolkata,1550,3230,3,1,2 BHK,Kolkata,56.64
